Mean,Std,Excess_kurtosis,Skewness,target
105.1015625,52.52556518,0.369176023,-0.096195995,0
117.375,58.53110818,0.22075852,-0.321971818,0
135.6171875,50.71013229,0.118670735,-0.25104022,0
44.8671875,45.69333429,2.888739412,8.810672554,1
26.921875,34.5110058,4.709838436,24.24740042,1
120.140625,50.20298397,-0.049110246,-0.470716187,0
130.2421875,50.40968813,-0.001929465,-0.274166952,0
133.4765625,46.46637979,-0.226357422,0.224543707,0
101.5859375,43.59481896,0.245986542,0.875398728,0
120.8125,45.16181843,0.451277319,0.314943674,0
146.1796875,44.67039596,-0.230021535,0.259498525,0
131.90625,53.77040855,0.219247987,-0.188834594,0
93.203125,39.42365236,0.607771238,1.659607875,0
107.40625,58.50486592,0.100292261,-0.900060229,0
104.8046875,47.79236645,0.328691864,0.083438105,0
94.7578125,39.5272347,0.785765911,1.43736579,0
104.0625,37.47890031,0.381301627,1.401753113,0
128.6640625,55.19996,-0.007336322,-0.835771204,0
99.421875,48.40835565,0.668631921,0.851637884,0
133.1640625,52.98198063,-0.132383847,-0.49394484,0
130.484375,45.63321576,0.141510594,0.231174139,0
97.5625,35.16029143,0.438211171,2.142149919,0
151.125,44.28335607,0.12931893,0.468622972,0
84.2734375,38.39997454,0.662578662,1.778425245,0
133.3671875,56.54462716,0.032098564,-0.481222279,0
119.03125,44.55227574,-0.06969395,0.456036796,0
108.3046875,40.86401966,0.502059825,1.097573066,0
134.890625,55.07781915,-0.139759422,-0.628622776,0
106.796875,43.12107942,0.438991875,0.864922185,0
124.0,52.44997617,-0.043735199,-0.239057773,0
150.8828125,44.86396471,-0.164659392,0.242533353,0
137.6796875,45.13537512,-0.073952731,0.371260995,0
117.40625,47.0568867,0.034992408,0.232531051,0
110.6953125,42.2902099,-0.017400862,0.701464381,0
97.7734375,47.58154429,0.408923366,0.216219451,0
125.5625,43.89507198,0.008013252,0.72888495,0
48.2421875,36.49202526,2.935560303,10.88874578,1
129.140625,49.99948974,0.165773225,-0.095272831,0
125.4375,55.18332374,0.016503739,-0.510120963,0
82.8828125,39.13131361,0.779404515,2.205462374,0
114.6015625,46.069299,0.275950662,-0.232368177,0
93.6015625,34.55234703,0.703073859,3.038797852,0
107.015625,45.3600155,0.154746261,-0.156070607,0
144.75,42.04276097,-0.080527561,0.646575786,0
83.96875,32.78693945,0.972955394,4.940514989,0
128.3359375,50.20384655,0.095737843,-0.065940749,0
101.328125,46.0985882,0.155298097,-0.317547506,0
131.8671875,53.76603992,0.026371918,-0.112226734,0
123.3046875,41.96698081,0.537488993,0.727113416,0
119.78125,47.94054545,0.10417849,-0.051149046,0
105.0390625,53.30959141,0.460307334,-0.136854052,0
142.0,48.80141519,-0.210519778,0.043318671,0
123.5,47.78647167,0.035054235,0.202899688,0
126.1015625,52.56734369,0.216219846,-0.347580724,0
133.046875,51.12238064,-0.145585798,-0.325246456,0
123.8203125,55.16416319,0.016799004,-0.928209445,0
80.3359375,37.6984908,0.713377421,2.33490766,0
126.328125,46.70972687,0.219174451,-0.182290189,0
115.46875,36.59809966,0.334340886,1.088236763,0
128.6328125,52.94260912,-0.034207574,-0.385722225,0
110.0703125,37.87380023,0.002434542,1.471485646,0
116.234375,52.57011455,0.17403179,-0.320616556,0
110.1953125,54.47549027,0.489785147,-0.031921393,1
135.921875,52.8672585,0.000505063,-0.132671421,0
135.3046875,46.05407124,-0.097731063,0.106727011,0
122.515625,48.03855619,0.062231187,0.02953647,0
112.2421875,49.45985526,0.059587064,-0.280674879,0
127.953125,46.87380988,0.224679738,0.210372343,0
123.109375,51.61777104,-0.181165617,-0.28803291,0
153.515625,44.32655531,-0.230928343,0.323604741,0
123.171875,46.18324733,0.11926277,0.526146123,0
111.21875,44.39611074,0.325249755,0.4680619,0
92.171875,36.28255206,0.411622306,2.199315462,0
125.6640625,39.84800759,0.166556516,0.580315823,0
101.9609375,42.81161538,0.567676385,0.967241302,0
142.8828125,51.30281137,-0.057293935,-0.23595833,0
113.25,53.9638189,0.472258295,-0.214556695,0
129.7734375,51.47742449,0.024982345,-0.323532742,0
116.8515625,41.36633026,0.388759794,1.116397108,0
106.015625,53.36050511,0.296141538,-0.374817981,0
105.1640625,42.65317568,0.362358448,0.573878211,0
104.328125,41.70752131,0.481346849,1.748107196,0
126.9140625,51.51805317,-0.081308494,-0.035835531,0
83.53125,42.52167416,0.581761011,1.230802536,0
109.3359375,50.30178882,0.206914504,0.053811115,0
11.8203125,37.25826955,5.340501841,28.65597499,1
122.8671875,52.69330055,0.024783925,-0.020267954,0
114.40625,43.91565736,0.056368404,0.576339802,0
87.4375,35.86274834,0.752855077,2.549712659,0
119.1640625,47.39194574,0.080218949,-0.207418178,0
109.65625,46.18837744,0.282604942,0.373240715,0
121.53125,51.5341115,0.0776414,-0.299108034,0
124.2265625,44.60349882,0.132288777,0.235172101,0
124.1796875,42.74715517,-0.03355276,0.143167724,0
114.9609375,55.09585431,-0.04537176,-0.513684544,0
117.984375,46.72007471,0.286562981,0.227632281,0
59.4296875,45.39250413,2.175946915,5.660024859,1
117.90625,44.92501348,0.440930812,0.31289228,0
160.5078125,37.88716721,-0.495362596,1.562323929,0
142.4140625,54.35926889,-0.233444703,-0.393528983,0
104.75,50.36057486,0.1904076,-0.213288502,0
132.6328125,40.62035956,0.121489478,0.600190535,0
123.1640625,56.1888247,0.305496322,-0.412612204,0
88.25,39.04604653,0.57152249,1.47049275,0
70.671875,38.18501616,0.754771387,2.649724403,0
128.3671875,65.7315648,0.172012301,-0.986426319,0
87.1796875,33.27476371,0.832323467,4.07861041,0
125.640625,47.6318457,-0.06204993,0.062924147,0
94.0234375,38.20697434,0.487858357,1.312127246,0
137.265625,50.41522655,-0.008050957,-0.375378168,0
128.2265625,51.86132573,0.125156121,-0.476816314,0
114.8359375,53.54186116,0.275238199,-0.282135352,0
88.4375,37.81177685,0.689215581,2.035293755,1
131.6015625,37.53130773,0.321462742,1.134500436,0
116.6640625,35.4527144,0.275948048,1.544679107,0
138.34375,52.88230409,-0.106165999,-0.26027436,0
107.5078125,45.57462906,0.377712608,0.614655841,0
115.125,53.53547305,0.335892131,-0.12557555,0
116.5703125,46.76849293,0.355035154,-0.015581066,0
129.5390625,49.29865971,0.045526977,-0.306168706,0
118.7265625,40.55488466,0.320337544,0.891195224,0
136.8828125,52.60311616,-0.237227963,-0.306039558,0
146.03125,42.86350748,-0.061670773,0.60287739,0
87.4921875,48.58915711,1.08793288,1.226100829,0
130.0,43.19143434,0.151452911,-0.023295579,0
120.8671875,51.9515055,0.305890007,0.036700866,0
93.25,34.98950736,0.783981208,3.03771548,0
81.1171875,34.88297872,0.760898864,3.660842118,0
139.2421875,43.60435509,-0.026739153,0.151672904,0
113.5625,49.29229624,-0.089233459,-0.378080331,0
123.4375,52.22857665,-0.177095872,-0.443829346,0
127.3828125,50.30580252,0.164169261,-0.422519924,0
108.8515625,40.79753551,0.336750355,1.083133484,0
113.34375,54.04865249,0.241284035,-0.314429844,0
136.0234375,48.13968361,-0.261315075,0.09592635,0
99.9140625,42.72916659,0.273128997,1.437221072,0
99.2890625,47.39134816,0.702001099,1.042189754,1
127.1875,46.43640645,-0.26180354,0.282146933,0
128.4296875,57.05612418,0.024647011,-0.608839142,0
123.0390625,52.97425707,0.123674105,-0.42398648,0
100.3515625,50.18459516,0.35117145,0.20171039,0
20.3515625,25.77171107,7.024644815,56.11297239,1
103.421875,39.4722231,0.001419114,1.143301335,0
129.703125,51.82955229,0.204883984,-0.375321914,0
117.7109375,54.54787925,0.217564807,-0.033715544,0
140.28125,55.97180338,-0.092818098,-0.638513527,0
99.203125,58.71719288,0.685979219,-0.382127219,0
142.7734375,47.31563148,-0.250177008,0.189304009,0
129.3125,43.32088663,0.11289574,0.444282178,0
96.28125,40.43376866,0.518182208,1.584536791,0
107.328125,39.14658138,0.474604859,0.93193529,0
137.078125,52.71986838,-0.229356149,-0.113411663,0
142.8203125,39.85137105,-0.075277319,0.751309607,0
128.2890625,47.77047211,0.164223983,-0.051748369,0
130.8046875,45.93610688,-0.02122311,-0.118586736,0
112.25,49.3373274,0.143187275,-0.068390262,0
115.1484375,51.38337673,0.082812092,-0.56928112,0
104.5,46.78140656,0.610510735,0.665676813,0
135.078125,48.68659488,0.113357619,-0.147732293,0
125.6796875,48.03789741,0.01487067,-0.043867148,0
119.1953125,51.92814425,0.047140948,-0.686541211,0
105.5,41.84177787,0.41714868,0.860092995,1
116.625,52.40765688,0.119322934,-0.147561181,0
128.8203125,42.98117931,-0.251581555,0.430921439,0
98.390625,38.09060628,0.181846828,1.328352909,0
109.34375,32.77156673,0.275441649,2.679992894,0
122.421875,42.55008251,0.19680859,0.272007559,0
94.2109375,37.19955736,0.473575091,1.919946723,0
128.6953125,61.48482519,-0.021451733,-0.645660004,0
110.3046875,40.89345122,0.062788888,0.462445075,0
101.1953125,40.4386222,0.436343948,1.043268221,0
78.578125,35.77394508,0.89044175,3.463751701,0
131.828125,56.34562835,-0.036377754,-0.522554152,0
133.3125,59.11888843,-0.085394371,-0.749533019,0
131.2734375,50.45538172,0.024921179,0.195920133,0
117.2421875,44.90576002,0.187123115,0.250450726,0
112.3671875,52.9493967,0.087102706,-0.160978938,0
110.1015625,48.708771,0.518679192,0.343425168,0
121.0078125,36.52663756,0.147047411,1.17405872,0
135.46875,47.36690853,0.111350814,-0.05506863,0
104.578125,54.35884952,0.252295974,-0.319441844,0
110.9453125,41.32404502,0.23639709,0.678846562,0
124.1796875,40.25357779,0.166569576,0.608172109,0
116.546875,46.54196013,0.184421356,0.460014739,0
95.625,37.74379088,0.748273254,1.905309133,0
107.0078125,46.76378408,0.364621738,0.128158035,0
118.5703125,46.54663045,0.030306021,-0.058225497,0
123.5546875,47.79379677,0.09117499,-0.191205443,0
137.21875,45.39065458,0.034985286,0.134409084,0
93.7734375,41.88306169,0.371402345,1.291231795,0
73.6328125,35.46121805,1.153606583,4.161082483,0
93.4296875,39.88316601,0.602060336,1.518547854,0
131.625,44.11189607,0.108905247,0.239879418,0
136.0859375,48.511762,-0.135097492,0.430066446,0
76.5234375,34.08719629,2.024270196,8.131774734,1
67.6640625,32.56178678,2.027999741,8.098344202,1
123.640625,47.27623848,-0.178718976,0.017180457,0
145.4375,47.01807332,-0.11786034,-0.154391915,0
117.6640625,49.13506216,0.184882878,-0.078819823,0
94.3359375,43.19419763,0.515280093,0.862443635,0
131.1328125,46.64868217,0.334586834,0.566602247,0
115.1015625,48.97397904,0.181711755,-0.055091121,0
131.3046875,47.90706475,-0.003951749,-0.077171134,0
100.7421875,42.55552367,0.269209682,0.564187195,0
97.234375,46.53635749,0.558616451,0.384429415,0
110.53125,50.3487738,0.297229743,-0.034614626,0
131.6796875,49.26172665,0.150394783,-0.27476826,0
130.296875,43.72452104,0.239299953,0.773894519,0
100.921875,50.27185616,0.674764703,0.375486851,0
140.0703125,52.88980047,-0.054403887,-0.280239552,0
109.515625,55.51210234,-0.035382098,-0.385740784,0
117.3515625,46.74391502,0.077633445,0.245930698,0
116.1171875,49.98321923,0.088895868,-0.037392548,0
104.7890625,38.67829098,0.238756232,1.24360488,0
96.203125,45.11172924,0.773959568,1.435801239,0
155.515625,45.6362973,-0.250418306,0.392090588,0
42.578125,46.63833746,2.841558376,7.832819342,1
60.6328125,47.56473731,2.401280557,5.858265485,1
65.2265625,35.69690437,2.291890704,10.11847881,1
125.234375,37.3267842,-0.171089324,1.759547472,0
137.671875,52.63807875,-0.006741335,-0.483954786,0
72.3203125,37.21935266,0.885005976,3.060119543,0
169.5390625,57.06067253,-1.082567379,0.624954452,0
142.359375,49.66650254,-0.056778507,-0.091045708,0
106.1875,31.99993896,0.876430624,3.429234258,0
41.2109375,31.94664799,3.887521273,19.89781024,1
89.9140625,39.33887775,0.557590962,1.523933611,0
8.2265625,32.5579327,5.896484313,35.28723836,1
107.5390625,86.95139648,-0.008927546,-1.676724149,0
168.2734375,39.96614091,-0.627492923,1.640910525,0
117.9140625,50.38430859,0.590232622,0.373170488,0
98.3671875,50.30591899,0.409147253,0.073141345,0
79.8125,38.17143688,0.771429533,2.235645796,0
78.2890625,36.39586007,0.832017508,3.126514262,0
141.625,48.54170243,-0.049849941,0.173094349,0
128.265625,46.32738195,-0.060033661,-0.139937287,0
108.53125,50.35529042,0.467777239,0.45805371,0
104.5078125,50.27440267,0.268410223,-0.169219124,0
100.6484375,34.79057654,0.613326184,2.178786108,0
147.546875,54.57776267,-0.131181187,-0.270214665,0
137.7265625,43.60345364,0.125156547,0.331912646,0
104.46875,49.46730889,0.328236045,-0.094803479,0
110.515625,48.99361954,0.1209765,-0.216995758,0
126.515625,45.00850343,0.125082277,0.240095781,0
120.421875,47.22893204,0.203304304,0.186340061,0
116.6015625,47.04574566,0.282335975,0.098851382,0
112.9140625,53.24677621,0.292680802,-0.220829017,0
69.2109375,45.26616637,2.024290832,4.485091033,1
100.2578125,47.57021884,0.479196448,0.876418897,1
135.4140625,44.58761167,0.022409783,0.686494467,0
116.765625,42.86415394,0.129512009,1.454496183,0
95.7734375,40.32857525,0.269330967,0.947745352,0
132.296875,42.92259737,0.051047905,0.653614389,0
86.2734375,38.8250714,0.79835976,1.919903754,0
134.40625,49.94269177,-0.086435811,-0.352991161,0
119.328125,63.09295095,0.499195626,-0.833814009,0
114.4140625,55.04167843,0.13479343,-0.257121664,0
118.015625,40.63711057,0.064429863,1.498732634,0
89.1484375,57.35322161,1.344685463,1.19488873,0
14.90625,29.39053778,7.210660828,53.02646526,1
123.2734375,49.44895013,0.211980793,0.033918175,0
40.7890625,30.65678258,5.113481058,32.75232488,1
11.9765625,29.57761634,7.550921894,56.53774698,1
124.0390625,53.62899203,-0.125473151,-0.488166109,0
125.171875,52.30635558,0.056571872,-0.360770123,0
117.40625,54.76375933,0.312302792,-0.561862455,0
113.6796875,51.26599348,0.386330333,0.075327085,0
99.8359375,39.32432798,0.585856718,1.208628068,1
108.3984375,44.41975557,0.306865023,0.185841167,0
131.7421875,42.35974026,-0.078131312,0.176319321,0
161.828125,39.06387185,-0.305095379,1.526261361,0
142.34375,47.35494917,-0.00808463,-0.167411327,0
124.90625,46.0835582,0.242654966,0.425353849,0
124.53125,47.20681517,-0.116539754,0.259115055,0
72.46875,34.18788562,0.863578375,5.009373781,0
81.8203125,35.39209693,1.015847131,3.733023787,0
101.8828125,44.3016332,0.584880434,0.72299483,0
19.9609375,34.09646296,5.504910883,31.0998767,1
98.46875,38.37763377,0.444189992,1.620170107,0
136.2734375,47.59607305,-0.273207318,0.099544678,0
122.3828125,49.52368769,0.358478083,0.073933477,0
121.7734375,53.42813731,0.198331293,-0.310435103,0
112.2265625,45.44660584,0.07272786,-0.132359935,0
130.765625,52.47298179,0.097267191,-0.163546267,0
136.5625,43.39692349,-0.139098223,0.075405609,0
102.3203125,45.57410408,0.321909203,0.379147593,0
37.6640625,39.51290876,3.495256736,13.13504707,1
131.796875,46.75490606,0.131259591,-0.270822244,0
116.0078125,31.4837498,0.298094479,3.10237252,0
93.5078125,36.70639337,0.657896372,2.33124416,0
96.484375,45.56125416,0.396412872,0.283296343,0
115.390625,57.53181652,0.134933768,-0.617322984,0
112.3359375,47.32406189,0.176803984,0.070603171,0
114.78125,45.58644561,0.463395921,0.40390872,0
141.1328125,49.27781117,0.033004919,-0.246759638,0
139.7578125,50.98923693,-0.21951455,0.016837252,0
132.6328125,51.81123658,-0.094565841,-0.026442408,0
107.7265625,47.95647682,0.206318928,-0.377853058,0
11.21875,30.97351124,5.992364991,37.86874123,1
114.9140625,49.59146023,0.277724749,-0.119660131,0
117.5234375,46.44249886,0.217898345,0.394391317,0
147.3515625,56.18379296,-0.505579096,-0.375884674,0
92.5703125,36.13531072,0.527988678,2.10538453,0
97.171875,45.65617246,0.721308334,0.482644292,0
129.7265625,52.42654308,-0.008386922,-0.438829661,0
86.21875,53.08335684,0.972317854,0.341129365,0
105.046875,47.0855039,0.408034355,0.331754041,1
121.2421875,53.30612449,-0.060070048,-0.345070679,0
127.25,57.49809779,0.07002836,-0.396937588,0
103.1484375,39.96621422,0.109904792,0.92350281,0
81.9375,35.63108501,0.896465308,3.3318637,0
163.4296875,43.74190704,-0.381954818,0.37433299,0
65.0703125,47.29366098,1.457665248,3.180849425,0
31.5078125,50.32503665,3.407176389,10.56814086,1
146.3828125,45.09609897,-0.478952075,0.135073354,0
65.796875,46.20510648,2.289090852,6.235282913,1
105.65625,47.59832545,0.341087138,0.078890076,0
119.375,54.68817857,0.245444129,-0.49456268,0
139.3046875,41.68193527,-0.164699289,0.462717855,0
134.3828125,50.27519908,0.291185528,-0.163103815,0
149.8671875,53.85532864,-0.185069011,-0.433919351,0
95.9921875,37.4565365,0.464600541,2.155718727,1
149.6640625,48.93542897,-0.288795702,0.025900189,0
125.9296875,57.79802976,0.303333555,-0.470399941,0
128.03125,45.63029721,0.362731081,0.170986343,0
130.5859375,50.8548067,-0.071388775,-0.525115149,0
137.78125,51.68185996,-0.213840711,-0.116116813,0
114.046875,51.37999662,0.070584787,-0.390970697,0
87.1640625,40.56144593,0.509886945,1.690115143,0
119.953125,53.87976478,0.070565226,-0.556548406,0
128.4375,56.70341563,-0.093263503,-0.550446851,0
112.609375,60.26688487,0.203485944,-0.673038686,0
81.046875,39.38628001,0.664244647,1.942166365,0
117.0625,39.78079585,0.292086726,1.251058688,0
105.8515625,54.824021,0.37323576,-0.173338454,0
108.1875,46.96819902,0.40537351,0.21733415,0
133.3125,49.66446007,0.294180978,-0.02667099,0
135.84375,56.42949659,0.050299653,-0.772455782,0
134.8671875,53.09769461,0.165208388,-0.430801855,0
41.375,39.76532723,3.802018452,16.05622183,1
126.40625,49.26355104,-0.053176949,-0.07184699,0
131.046875,55.99495783,0.076032445,-0.651566078,0
134.0546875,42.52082368,-0.44919097,0.807616804,0
80.640625,56.30882124,1.481006321,1.95213608,1
130.640625,50.24420588,-0.260808829,-0.293689167,0
76.515625,37.64492503,0.857257553,2.773205048,0
121.703125,48.82259969,0.201694026,0.122594589,0
141.9296875,47.076929,-0.314688353,0.27386136,0
135.7265625,44.53539934,0.134598894,0.25748813,0
101.390625,42.91128828,0.570746218,0.963874437,0
117.9296875,50.02143034,0.146163662,-0.120595813,0
90.3359375,44.2945181,0.524308874,0.472682426,0
103.4375,40.63475844,0.50887377,0.79119146,0
131.609375,46.59084446,-0.171014222,-0.024109914,0
85.671875,46.69868664,1.084527824,1.100296625,0
114.8359375,51.92614607,-0.009627119,-0.528805933,0
127.9921875,50.72759605,-0.065354261,-0.393038036,0
85.5234375,36.69404006,0.73314856,2.476574339,0
131.3671875,60.13446795,-0.128236973,-0.775475957,0
161.4453125,45.3275938,-0.3868499,0.597409859,0
84.8046875,42.76426271,0.737207209,1.028279665,0
100.84375,38.36918472,0.333916788,1.345087501,0
107.1640625,43.08182211,0.202746956,0.415875367,0
42.0234375,33.02708757,3.6688856,19.64800538,1
107.921875,35.99796205,0.463238158,1.510355448,0
105.953125,51.68668521,0.25217906,-0.190423448,0
53.7890625,30.06208481,3.231805376,18.01165504,1
145.234375,46.35840073,-0.05023288,-0.128192703,0
111.6328125,44.7848801,0.298077903,0.540273266,0
133.046875,61.80448752,-0.112912856,-0.69782282,0
46.171875,36.15831279,3.294612925,13.59033242,1
108.453125,48.03235553,0.322747422,0.236921215,0
109.9921875,45.36785345,0.106601943,0.382834323,0
37.3046875,41.06579298,3.653733848,13.72233338,1
87.5703125,46.19332399,0.686262126,1.266967738,0
84.7421875,40.00727397,1.368956989,3.812073222,1
103.21875,53.55238929,0.213810302,-0.450497343,0
69.2109375,36.15237984,2.602622367,11.03299416,1
91.828125,34.11174408,1.446682068,5.265288542,1
50.609375,35.50203215,3.667239216,16.4699669,1
121.46875,50.81783298,0.163271358,-0.397776952,0
23.734375,31.60658663,5.485040455,31.87704369,1
73.6015625,37.38928236,1.97830008,7.076542863,1
119.3671875,71.51604618,0.061736837,-1.383624796,0
113.203125,41.31403351,0.159530471,0.647460517,0
111.5625,49.93272818,0.344479513,-0.207810348,0
103.2734375,50.10796388,0.392336738,-0.036102282,0
138.21875,49.24523097,-0.136890321,0.059618966,0
136.171875,48.92438512,-0.019472875,0.063227207,0
118.640625,54.48505162,0.276858506,-0.322175917,0
108.625,49.37879732,0.557022497,0.545145604,0
131.5,52.03349282,-0.092962681,-0.190648514,0
101.9609375,42.6465126,0.324671738,0.717945391,0
