ID,prediction
20160307054543,0
20160307054705,0
20160307061700,0
20160307063023,0
20160307064125,0
20160307064843,0
20160307074120,0
20160307074956,0
20160307082616,0
20160307090548,0
20160307094337,0
20160307094449,0
20160307095704,0
20160307100929,0
20160307101855,0
20160307102716,0
20160307102756,0
20160307103058,0
20160307103234,0
20160307103250,0
20160307120807,0
20160307121255,0
20160307123133,0
20160307134427,0
20160307142722,0
20160307142921,0
20160307150954,0
20160307151414,0
20160307155051,0
20160307160202,0
20160307163853,0
20160307164227,0
20160307171832,0
20160307175158,0
20160307182649,0
20160307184801,0
20160307193543,0
20160307201412,0
20160307205547,0
20160307210003,0
20160307210023,0
20160307212330,0
20160307221150,0
20160307232018,0
20160308001227,0
20160308020021,0
20160308034903,0
20160308043901,0
20160308051410,0
20160308063403,0
20160308074702,0
20160308080238,0
20160308083909,0
20160308084740,0
20160308111319,0
20160308113905,0
20160308114205,0
20160308114233,0
20160308114504,0
20160308120630,0
20160308131211,0
20160308132159,0
20160308134923,0
20160308135034,0
20160308141042,0
20160308143907,0
20160308145235,0
20160308151922,0
20160308162556,0
20160308173801,0
20160308174343,0
20160308185634,0
20160308185823,0
20160308190134,0
20160308191052,0
20160308193932,0
20160308194507,0
20160308205249,0
20160308210244,0
20160308211231,0
20160308221920,0
20160309003929,0
20160309031113,0
20160309070651,0
20160309073015,0
20160309075955,0
20160309080857,0
20160309082203,0
20160309084744,0
20160309085105,0
20160309091343,0
20160309094649,0
20160309094736,0
20160309100012,0
20160309103456,0
20160309103542,0
20160309103826,0
20160309110824,0
20160309111521,0
20160309112248,0
20160309131239,0
20160309154134,0
20160309162001,0
20160309181808,0
20160309183153,0
20160309185322,0
20160309192204,0
20160309200637,0
20160309201845,0
20160309210944,0
20160309220113,0
20160309221610,0
20160309224538,0
20160310003813,0
20160310045401,0
20160310052424,0
20160310065612,0
20160310074134,1
20160310074312,0
20160310082304,0
20160310082422,0
20160310082446,0
20160310083124,0
20160310090459,0
20160310101746,0
20160310102302,0
20160310105312,0
20160310111053,0
20160310112713,0
20160310112844,0
20160310112955,0
20160310115203,0
20160310120100,0
20160310130757,1
20160310131454,0
20160310134915,0
20160310153642,0
20160310154447,0
20160310160329,0
20160310164740,0
20160310165045,0
20160310172309,0
20160310183935,0
20160310193116,0
20160310195636,0
20160310200207,0
20160310202603,0
20160310223052,0
20160310225306,0
20160311030918,0
20160311053527,0
20160311055932,0
20160311063557,0
20160311073102,0
20160311075920,0
20160311080017,0
20160311080052,0
20160311080905,0
20160311081233,0
20160311081321,0
20160311090646,0
20160311091641,0
20160311092036,0
20160311092837,0
20160311093050,0
20160311093254,0
20160311093534,0
20160311100553,0
20160311101113,0
20160311103940,0
20160311105820,0
20160311110004,0
20160311113537,0
20160311115508,0
20160311122032,0
20160311122542,0
20160311130842,0
20160311134310,0
20160311140808,0
20160311142916,0
20160311163612,0
20160311165525,0
20160311191737,0
20160311193309,0
20160311194852,0
20160311204837,0
20160311205437,0
20160311220456,0
20160311233355,0
20160311235654,0
20160312002456,0
20160312005801,0
20160312022106,0
20160312030256,0
20160312042144,0
20160312071000,0
20160312080749,0
20160312112922,0
20160312113436,0
20160312120932,0
20160312121822,0
20160312121954,0
20160312123708,0
20160312133428,0
20160312144134,0
20160312155712,0
20160312162715,0
20160312173612,0
20160312202244,0
20160312202421,0
20160312204134,0
20160312205357,0
20160312210057,0
20160312213941,0
20160312222051,0
20160312222057,0
20160312222119,0
20160312223749,0
20160312225423,0
20160312230116,0
20160312232413,0
20160313002032,0
20160313073923,0
20160313084924,0
20160313091147,0
20160313092906,0
20160313095634,0
20160313102007,0
20160313114926,0
20160313115529,0
20160313132402,0
20160313132837,0
20160313133921,0
20160313141924,0
20160313144818,0
20160313154038,0
20160313160429,0
20160313162056,0
20160313163219,0
20160313165658,0
20160313173658,0
20160313174155,0
20160313181314,0
20160313202300,0
20160313203035,0
20160313204147,0
20160313205100,0
20160313205327,0
20160313211455,0
20160313225435,0
20160314000841,0
20160314005921,0
20160314013858,0
20160314071808,0
20160314073239,0
20160314074732,0
20160314081033,0
20160314082336,1
20160314084824,0
20160314094216,0
20160314100749,0
20160314101415,0
20160314110050,0
20160314110207,0
20160314110712,0
20160314115505,0
20160314122853,0
20160314123216,0
20160314124808,0
20160314144941,0
20160314161559,0
20160314163219,0
20160314163950,0
20160314174126,0
20160314182933,0
20160314185932,0
20160314192145,0
20160314211515,0
20160314214938,0
20160315063111,0
20160315074524,0
20160315084959,0
20160315091132,0
20160315100543,0
20160315101241,0
20160315103957,0
20160315104934,0
20160315110425,0
20160315110903,0
20160315110947,0
20160315112639,0
20160315113355,0
20160315113821,0
20160315114258,0
20160315115029,0
20160315115411,0
20160315115424,0
20160315120803,0
20160315120845,0
20160315121505,0
20160315125512,0
20160315130603,0
20160315130815,0
20160315131128,0
20160315131916,0
20160315134510,0
20160315142738,0
20160315143012,0
20160315160703,0
20160315160859,0
20160315164134,0
20160315165256,0
20160315172340,0
20160315183229,0
20160315185841,0
20160315190831,0
20160315193622,0
20160315194124,0
20160315194758,0
20160315201404,0
20160315204703,0
20160315210621,0
20160315212227,0
20160315214703,0
20160315221142,0
20160315222152,0
20160315223205,0
20160315231752,0
20160316015957,0
20160316021302,0
20160316022809,0
20160316031255,0
20160316043255,0
20160316060327,0
20160316062654,0
20160316064614,0
20160316071134,0
20160316073021,0
20160316083313,0
20160316085136,0
20160316092003,0
20160316095549,0
20160316100835,0
20160316101824,0
20160316103823,0
20160316105532,0
20160316111356,0
20160316114653,0
20160316131120,0
20160316131654,0
20160316140326,0
20160316143415,0
20160316143859,0
20160316144312,0
20160316170503,0
20160316172331,0
20160316191735,0
20160316192051,0
20160316193911,0
20160316195937,0
20160316200020,0
20160316202127,0
20160316203706,0
20160316204601,0
20160316205023,0
20160316212341,0
20160316222416,0
20160316225048,0
20160316231433,0
20160317010703,0
20160317010931,0
20160317014912,0
20160317024911,1
20160317061859,0
20160317063955,0
20160317065231,0
20160317065802,0
20160317073032,0
20160317081250,0
20160317081931,0
20160317084333,0
20160317084944,0
20160317091604,0
20160317091915,0
20160317092532,0
20160317093042,0
20160317093227,0
20160317094103,0
20160317101140,0
20160317101209,0
20160317101212,0
20160317101442,0
20160317113209,0
20160317113217,0
20160317113845,0
20160317122349,0
20160317123018,0
20160317125324,0
20160317141819,0
20160317144106,0
20160317153050,0
20160317153632,0
20160317170054,0
20160317171239,0
20160317171358,0
20160317175228,0
20160317175938,0
20160317181254,0
20160317183720,0
20160317184727,0
20160317185420,0
20160317190830,0
20160317191830,0
20160317213958,0
20160317222832,0
20160317235427,0
20160318010953,0
20160318044926,0
20160318045520,0
20160318051115,0
20160318051809,0
20160318051910,0
20160318055716,0
20160318061140,0
20160318063121,0
20160318073426,0
20160318081626,0
20160318093043,0
20160318094615,0
20160318114823,0
20160318120314,0
20160318134451,0
20160318140808,0
20160318142045,1
20160318144723,0
20160318170827,0
20160318171653,0
20160318172622,0
20160318182308,0
20160318194253,0
20160318201116,0
20160318201244,0
20160318201909,0
20160318204126,0
20160318204525,0
20160318212840,0
20160318222613,0
20160318230238,0
20160318230725,0
20160319005626,0
20160319021415,0
20160319023517,0
20160319045340,0
20160319050127,0
20160319080910,0
20160319082537,0
20160319120304,0
20160319120610,0
20160319120838,0
20160319121807,0
20160319122615,0
20160319135440,0
20160319144126,0
20160319152846,0
20160319172900,0
20160319181537,0
20160319192712,0
20160319193107,0
20160319195537,0
20160319200712,0
20160319204245,0
20160319204551,0
20160319235759,0
20160320043010,0
20160320071523,0
20160320074635,0
20160320082710,0
20160320093711,0
20160320115322,0
20160320123558,0
20160320131705,0
20160320132746,0
20160320133002,0
20160320133800,0
20160320151046,0
20160320171035,0
20160320172254,0
20160320173549,0
20160320174654,0
20160320182519,0
20160320182635,0
20160320194432,0
20160320201309,0
20160320202108,0
20160320205128,0
20160320224312,0
20160320224918,0
20160320225044,0
20160320225215,0
20160320230508,0
20160320230515,0
20160320233137,0
20160321000001,0
20160321013754,0
20160321051910,0
20160321061406,0
20160321062011,0
20160321070249,0
20160321072054,0
20160321073217,0
20160321073238,0
20160321073515,0
20160321080516,0
20160321080755,0
20160321081559,0
20160321081649,0
20160321084442,0
20160321084448,1
20160321084546,0
20160321085238,0
20160321085307,0
20160321090542,0
20160321091821,0
20160321093313,0
20160321094957,0
20160321102423,0
20160321112641,0
20160321113601,0
20160321115751,0
20160321131830,0
20160321134844,0
20160321135146,0
20160321142050,0
20160321143234,0
20160321150531,0
20160321153026,0
20160321161946,0
20160321162508,0
20160321171037,0
20160321171624,0
20160321172321,0
20160321190023,0
20160321190410,0
20160321191140,0
20160321193846,0
20160321194504,0
20160321201917,0
20160321203343,0
20160321204546,0
20160321211426,0
20160321223230,1
20160321223531,0
20160321225934,0
20160322002933,0
20160322005451,0
20160322032114,0
20160322052509,0
20160322055338,0
20160322062931,0
20160322063427,0
20160322080702,0
20160322080818,0
20160322083916,0
20160322084059,0
20160322084256,0
20160322093322,0
20160322094246,0
20160322094703,0
20160322094719,0
20160322095832,0
20160322110706,0
20160322122124,0
20160322124736,0
20160322133158,0
20160322133538,0
20160322134014,0
20160322144923,0
20160322151057,0
20160322170228,0
20160322173421,0
20160322184228,0
20160322190208,0
20160322195325,0
20160322195828,0
20160322215921,0
20160322222542,0
20160322224601,0
20160323011205,0
20160323013755,0
20160323024912,0
20160323065348,0
20160323071501,0
20160323080118,0
20160323082759,1
20160323082806,0
20160323082811,0
20160323082847,0
20160323083828,0
20160323091354,0
20160323095018,0
20160323103127,0
20160323111442,0
20160323115749,0
20160323120915,0
20160323124531,0
20160323131903,0
20160323142857,0
20160323175145,0
20160323175847,0
20160323180839,0
20160323185944,0
20160323204220,0
20160323222726,0
20160323224504,0
20160324002239,0
20160324004735,0
20160324005510,0
20160324020652,0
20160324025556,0
20160324043447,0
20160324050136,0
20160324050148,0
20160324050212,0
20160324071317,0
20160324072630,0
20160324075054,0
20160324081515,0
20160324083927,0
20160324090325,0
20160324092153,0
20160324094322,0
20160324095009,0
20160324110526,0
20160324110726,0
20160324111136,0
20160324112135,0
20160324112137,0
20160324112641,0
20160324123124,0
20160324144722,0
20160324154021,0
20160324155304,0
20160324164431,0
20160324170545,0
20160324171917,0
20160324181146,0
20160324184903,0
20160324192737,0
20160324194257,0
20160324203650,0
20160324204334,0
20160324210254,0
20160324210828,0
20160324215028,0
20160324220022,0
20160324232011,0
20160325013514,0
20160325025325,0
20160325061242,0
20160325061819,0
20160325065558,0
20160325080148,0
20160325081742,0
20160325110536,0
20160325110641,0
20160325120246,0
20160325132750,0
20160325133312,0
20160325140047,0
20160325161745,0
20160325164703,0
20160325180039,0
20160325181911,0
20160325183505,0
20160325185921,0
20160325195346,0
20160325200956,0
20160325201153,0
20160325203812,0
20160325213300,0
20160325223458,0
20160325233513,0
20160326091326,0
20160326092421,0
20160326094539,0
20160326103919,0
20160326123004,0
20160326123919,0
20160326132834,0
20160326145011,0
20160326145034,0
20160326145718,0
20160326154417,0
20160326172429,0
20160326180422,0
20160326183803,0
20160326191123,0
20160326194045,0
20160326200645,0
20160326202839,0
20160326205720,0
20160326221100,0
20160326221840,0
20160326230257,0
20160327000811,0
20160327002221,0
20160327003009,0
20160327042351,0
20160327045256,0
20160327045312,0
20160327045334,0
20160327051559,0
20160327060932,0
20160327085124,0
20160327085647,0
20160327092052,0
20160327100417,0
20160327104303,0
20160327105208,0
20160327112803,0
20160327112807,0
20160327120225,0
20160327120416,0
20160327130439,0
20160327131216,0
20160327131721,0
20160327133235,0
20160327134331,0
20160327135548,0
20160327165459,0
20160327173200,0
20160327173532,0
20160327175205,0
20160327190355,0
20160327190716,0
20160327192736,0
20160327193925,0
20160327203814,0
20160327212351,0
20160327214822,0
20160327222325,0
20160327230858,0
20160328075805,0
20160328080258,0
20160328080808,0
20160328081655,0
20160328084154,0
20160328084257,0
20160328084308,0
20160328094709,0
20160328095104,0
20160328102805,0
20160328103723,0
20160328103857,0
20160328104532,0
20160328115516,0
20160328121516,0
20160328125906,0
20160328131154,0
20160328131610,0
20160328134931,0
20160328155029,0
20160328160239,0
20160328164220,0
20160328164937,0
20160328165729,0
20160328170314,0
20160328175245,0
20160328181808,0
20160328191040,0
20160328191922,0
20160328192514,0
20160328193650,0
20160328203859,0
20160328204641,0
20160328214216,0
20160328220244,0
20160328225434,0
20160328225545,0
20160328231854,0
20160329013110,0
20160329044848,0
20160329054956,0
20160329064427,0
20160329065455,0
20160329070153,0
20160329072034,0
20160329075651,0
20160329094513,0
20160329094723,0
20160329095054,0
20160329095629,0
20160329095701,0
20160329095730,0
20160329100211,0
20160329100734,0
20160329100810,0
20160329102338,0
20160329103542,0
20160329105235,0
20160329111741,0
20160329113221,0
20160329115346,1
20160329115526,0
20160329120557,0
20160329123504,0
20160329132147,0
20160329140600,0
20160329144237,0
20160329151237,0
20160329161549,0
20160329184134,0
20160329184549,0
20160329200429,0
20160329200928,0
20160329214231,0
20160329215129,0
20160329222627,0
20160329234202,0
20160330034948,0
20160330055736,0
20160330063120,0
20160330063232,0
20160330063242,0
20160330063311,0
20160330063314,0
20160330063437,0
20160330063856,0
20160330064433,0
20160330065156,0
20160330071504,0
20160330084030,0
20160330092432,0
20160330092730,0
20160330093642,0
20160330095519,0
20160330102853,0
20160330111613,0
20160330114635,0
20160330115811,0
20160330121245,0
20160330121342,0
20160330122051,0
20160330122930,0
20160330125114,0
20160330125432,0
20160330131711,0
20160330133722,0
20160330141051,0
20160330141240,0
20160330143603,0
20160330144717,0
20160330153212,0
20160330154021,0
20160330155322,0
20160330160536,0
20160330163303,0
20160330164052,0
20160330171146,0
20160330172644,0
20160330181845,0
20160330182546,0
20160330183150,0
20160330185704,0
20160330191230,0
20160330192119,0
20160330211746,0
20160330214701,0
20160330221420,0
20160330223430,0
20160331002031,0
20160331002627,0
20160331020745,0
20160331041604,0
20160331055841,0
20160331061326,0
20160331071220,0
20160331073702,0
20160331081711,0
20160331092040,0
20160331095556,0
20160331095648,0
20160331102445,0
20160331103641,0
20160331110917,0
20160331112342,0
20160331123422,0
20160331125557,0
20160331130536,0
20160331132221,0
20160331133254,0
20160331135324,0
20160331142218,0
20160331160025,0
20160331161952,1
20160331164246,0
20160331165410,0
20160331193211,0
20160331210906,0
20160331223113,0
20160331234133,0
20160401000135,0
20160401013519,0
20160401063132,0
20160401075406,0
20160401103711,0
20160401114658,0
20160401124625,0
20160401143824,0
20160401143931,0
20160401145446,0
20160401155028,0
20160401160251,0
20160401160408,0
20160401170532,0
20160401181323,0
20160401190818,0
20160401214306,0
20160401220818,0
20160402014726,0
20160402025958,0
20160402042030,0
20160402043353,0
20160402070621,0
20160402073044,0
20160402075123,0
20160402080336,0
20160402090250,0
20160402094736,0
20160402095215,0
20160402113354,0
20160402114540,0
20160402120124,0
20160402120250,0
20160402145716,0
20160402153451,0
20160402164623,0
20160402171014,0
20160402171630,0
20160402190716,0
20160402194849,0
20160402200043,0
20160402200256,0
20160402215036,0
20160402220641,0
20160402231853,0
20160402234033,0
20160402234729,0
20160403025134,0
20160403075141,0
20160403081814,0
20160403083857,0
20160403103951,0
20160403110200,0
20160403112107,0
20160403120637,0
20160403145555,0
20160403150509,0
20160403150856,0
20160403190222,0
20160403193815,0
20160403195141,0
20160403205318,0
20160403211721,0
20160403221209,0
20160403230642,0
20160404005744,0
20160404052149,0
20160404053124,0
20160404053139,0
20160404053342,0
20160404054855,0
20160404055458,0
20160404061038,0
20160404063636,0
20160404081616,0
20160404081617,0
20160404081810,0
20160404081916,0
20160404081934,0
20160404084437,0
20160404084515,0
20160404085325,0
20160404091549,0
20160404091855,0
20160404091902,0
20160404092548,0
20160404094920,0
20160404095750,0
20160404101430,1
20160404111831,0
20160404123010,0
20160404124551,0
20160404133422,0
20160404134716,0
20160404134951,0
20160404142141,0
20160404152349,0
20160404160738,0
20160404164305,0
20160404170244,0
20160404172031,0
20160404172735,0
20160404174259,0
20160404175059,0
20160404175502,0
20160404181405,0
20160404181656,0
20160404185805,0
20160404193007,0
20160404195939,0
20160404200401,0
20160404202750,0
20160404203544,0
20160404231231,0
20160404232003,0
20160405002041,0
20160405003412,0
20160405013441,0
20160405023822,0
20160405061642,0
20160405072600,0
20160405072607,0
20160405080531,0
20160405084328,0
20160405091357,0
20160405095423,0
20160405104628,0
20160405111513,0
20160405112628,0
20160405112832,0
20160405122604,0
20160405130045,0
20160405133154,0
20160405134145,0
20160405135305,0
20160405141155,0
20160405145004,0
20160405145618,0
20160405150109,0
20160405151455,0
20160405155154,0
20160405155505,0
20160405161438,0
20160405162852,0
20160405164052,0
20160405170948,0
20160405180027,0
20160405181101,0
20160405181146,0
20160405181633,0
20160405183511,0
20160405193729,0
20160405200948,0
20160405204006,0
20160405204025,0
20160405204724,0
20160405210218,0
20160405211804,0
20160405212434,0
20160405213322,0
20160405214557,0
20160405224636,0
20160406002650,0
20160406040902,0
20160406055241,0
20160406060141,0
20160406081903,0
20160406093314,0
20160406093722,0
20160406100201,0
20160406101243,0
20160406101741,0
20160406104401,0
20160406120202,0
20160406120258,0
20160406123758,0
20160406124346,0
20160406131230,0
20160406131317,0
20160406133418,0
20160406133739,0
20160406141103,0
20160406143840,0
20160406150121,0
20160406153602,0
20160406155149,0
20160406160607,0
20160406164526,0
20160406175415,0
20160406200939,0
20160406201547,0
20160406202005,0
20160407045215,0
20160407045542,0
20160407045924,0
20160407061118,0
20160407062238,0
20160407070356,0
20160407080635,0
20160407080712,0
20160407081032,0
20160407090302,0
20160407092438,0
20160407094410,0
20160407095720,0
20160407095803,0
20160407102949,0
20160407105026,0
20160407110225,0
20160407111304,0
20160407112510,0
20160407113732,0
20160407115015,0
20160407115152,0
20160407122347,0
20160407122819,0
20160407122846,0
20160407124812,0
20160407125427,0
20160407125601,0
20160407144637,0
20160407160857,0
20160407162716,0
20160407164622,0
20160407171720,0
20160407172045,0
20160407174636,0
20160407183405,0
20160407185505,0
20160407192536,0
20160407193924,0
20160407200646,0
20160407202947,0
20160407203540,0
20160407203714,0
20160407204625,0
20160407212840,0
20160407220549,0
20160408000025,0
20160408030447,0
20160408035236,0
20160408043704,0
20160408043805,0
20160408050927,0
20160408060541,0
20160408064605,0
20160408065429,0
20160408071135,0
20160408074403,0
20160408075136,0
20160408082953,0
20160408083729,0
20160408084538,0
20160408085311,0
20160408090439,0
20160408092441,0
20160408092455,0
20160408095113,0
20160408095155,0
20160408095308,0
20160408095801,0
20160408100653,0
20160408100954,0
20160408101314,0
20160408102053,0
20160408102431,0
20160408103457,0
20160408104021,0
20160408105614,0
20160408110031,0
20160408111606,0
20160408112207,0
20160408115153,0
20160408115520,0
20160408123450,0
20160408124907,0
20160408125444,0
20160408125918,0
20160408130453,0
20160408135412,0
20160408141715,0
20160408142959,0
20160408143857,0
20160408144149,0
20160408164313,0
20160408171704,0
20160408173825,0
20160408174143,0
20160408175606,0
20160408181301,0
20160408181644,0
20160408182022,0
20160408183053,0
20160408184626,0
20160408193448,0
20160408193452,0
20160408202149,0
20160408205616,0
20160408214538,0
20160408220021,0
20160408220211,0
20160408221104,0
20160408221109,0
20160408221321,0
20160408222242,0
20160408224202,0
20160408233055,0
20160409013249,0
20160409014712,0
20160409020335,0
20160409051348,0
20160409062152,0
20160409065934,0
20160409074020,0
20160409074227,0
20160409082823,0
20160409092427,0
20160409092551,0
20160409093146,0
20160409095432,0
20160409101813,0
20160409101953,0
20160409104427,0
20160409120732,0
20160409130205,1
20160409134721,0
20160409140254,0
20160409161159,0
20160409193440,0
20160409193928,0
20160409211639,0
20160409211815,0
20160409213958,0
20160409215540,0
20160409222256,0
20160410003450,0
20160410024901,0
20160410033304,0
20160410043552,0
20160410073041,0
20160410081437,0
20160410084608,0
20160410092256,0
20160410094858,0
20160410103332,0
20160410105337,0
20160410110526,0
20160410134027,0
20160410140905,0
20160410143146,0
20160410143949,0
20160410145428,0
20160410154410,0
20160410154828,0
20160410161447,0
20160410161517,0
20160410165154,0
20160410170041,0
20160410171705,0
20160410171735,0
20160410172345,0
20160410173400,0
20160410173732,0
20160410174048,0
20160410174752,0
20160410175729,0
20160410180712,0
20160410181132,0
20160410182551,0
20160410183935,0
20160410190102,0
20160410190319,0
20160410190721,0
20160410193256,0
20160410193651,0
20160410194457,0
20160410204600,0
20160410213406,0
20160410213642,0
20160410223611,0
20160410223954,0
20160410225044,0
20160410225326,0
20160410230530,0
20160410230645,0
20160410234929,0
20160411004429,0
20160411042038,0
20160411042210,0
20160411044242,0
20160411054549,0
20160411063010,0
20160411065340,0
20160411072725,0
20160411072742,0
20160411072919,0
20160411074414,0
20160411075140,0
20160411075638,0
20160411075858,0
20160411080235,0
20160411081656,0
20160411081959,0
20160411090435,0
20160411091115,0
20160411100449,0
20160411102741,0
20160411105654,0
20160411110551,0
20160411112042,0
20160411114005,0
20160411120727,0
20160411122148,0
20160411122414,0
20160411123851,0
20160411125405,0
20160411125930,0
20160411132458,0
20160411134430,0
20160411140322,0
20160411140747,0
20160411143252,0
20160411143433,0
20160411144917,0
20160411151209,0
20160411151436,0
20160411152525,0
20160411161808,0
20160411163632,0
20160411164537,0
20160411173137,0
20160411174621,0
20160411180832,0
20160411181234,0
20160411182702,0
20160411183703,0
20160411190859,0
20160411191201,0
20160411202526,0
20160411204049,1
20160411204422,0
20160411210215,0
20160411212924,0
20160411214658,0
20160411223005,0
20160411232732,0
20160412014744,0
20160412033357,0
20160412035714,0
20160412035824,0
20160412041418,0
20160412043050,0
20160412043813,1
20160412053408,0
20160412053632,0
20160412062235,0
20160412064209,0
20160412070333,0
20160412070853,0
20160412071039,0
20160412071110,0
20160412075218,0
20160412075335,0
20160412080110,0
20160412081702,0
20160412090521,0
20160412093332,0
20160412094014,0
20160412095721,0
20160412101551,0
20160412101935,0
20160412103606,0
20160412103858,0
20160412104912,0
20160412105452,0
20160412110625,0
20160412110929,0
20160412113745,0
20160412113801,0
20160412114654,0
20160412114709,0
20160412114950,0
20160412125156,0
20160412125157,0
20160412125200,0
20160412130438,0
20160412133742,0
20160412140455,0
20160412141825,0
20160412142645,0
20160412151631,0
20160412152402,0
20160412152454,0
20160412153416,0
20160412153703,0
20160412154035,0
20160412154220,0
20160412155523,0
20160412155733,0
20160412161647,0
20160412164536,0
20160412171452,0
20160412171804,0
20160412180639,0
20160412180912,0
20160412183430,0
20160412191214,0
20160412191417,0
20160412191515,0
20160412192332,0
20160412193212,0
20160412200805,0
20160412201138,0
20160412201537,0
20160412202858,0
20160412203400,0
20160412212910,0
20160412220244,0
20160413030211,0
20160413032115,0
20160413042434,0
20160413054017,0
20160413054031,0
20160413061702,0
20160413062216,0
20160413064647,0
20160413073714,0
20160413073903,0
20160413075900,0
20160413080941,0
20160413085011,0
20160413090924,0
20160413094340,0
20160413095034,0
20160413101023,0
20160413103601,0
20160413105251,1
20160413105430,0
20160413113856,0
20160413114925,0
20160413115555,0
20160413120446,0
20160413123836,0
20160413124247,0
20160413131320,0
20160413141242,0
20160413144541,0
20160413145057,0
20160413152813,0
20160413153043,0
20160413155608,0
20160413160223,0
20160413161301,0
20160413163930,0
20160413164618,0
20160413171445,0
20160413171447,0
20160413171448,0
20160413171528,0
20160413173626,0
20160413180755,0
20160413180842,0
20160413180938,1
20160413182342,0
20160413185736,0
20160413185951,0
20160413191404,0
20160413195324,0
20160413200407,0
20160413202911,0
20160413210435,0
20160413210649,0
20160413211159,0
20160413214556,0
20160413223342,0
20160413224503,0
20160414040746,0
20160414050918,1
20160414051158,0
20160414053333,0
20160414062126,1
20160414062235,0
20160414065820,0
20160414071727,0
20160414073659,0
20160414075425,0
20160414080839,0
20160414092310,0
20160414092336,0
20160414095059,0
20160414095235,0
20160414095625,0
20160414100842,0
20160414101720,0
20160414102958,0
20160414111029,0
20160414112537,0
20160414112611,0
20160414113058,0
20160414113131,0
20160414114926,0
20160414120337,0
20160414121804,0
20160414124104,0
20160414124411,0
20160414130648,0
20160414131335,0
20160414132028,0
20160414135104,0
20160414135530,0
20160414145220,0
20160414153515,0
20160414161723,0
20160414171712,0
20160414173024,0
20160414180231,0
20160414180745,0
20160414181645,0
20160414181712,0
20160414182712,0
20160414184734,0
20160414192627,0
20160414193603,0
20160414202604,0
20160414211956,0
20160414212147,0
20160414213642,0
20160414223004,0
20160414224253,0
20160414231837,0
20160415021740,0
20160415022727,0
20160415024145,0
20160415060351,0
20160415064752,0
20160415080435,0
20160415091117,0
20160415092004,0
20160415093128,0
20160415101100,0
20160415102448,0
20160415111742,0
20160415113423,0
20160415120606,0
20160415122332,0
20160415122351,0
20160415125112,0
20160415125148,0
20160415132646,0
20160415132814,0
20160415133506,0
20160415135016,0
20160415144733,0
20160415145708,0
20160415154219,0
20160415155407,0
20160415172732,0
20160415175452,0
20160415192439,0
20160415192802,0
20160415204355,0
20160415205709,0
20160415234550,0
20160416041001,0
20160416062813,0
20160416094815,0
20160416100624,0
20160416104352,0
20160416124839,0
20160416141532,0
20160416144750,0
20160416163619,0
20160416165132,0
20160416165143,0
20160416174622,0
20160416175559,0
20160416180401,1
20160416182458,0
20160416182521,0
20160416183237,0
20160416185318,0
20160416204351,0
20160416205413,0
